loss,mean_squared_error,val_loss,val_mean_squared_error
0.007898976095020771,0.006875372026115656,0.00780018325895071,0.00767270103096962
0.006870355922728777,0.006751264911144972,0.007898234762251377,0.007765145972371101
0.00685171177610755,0.006735394708812237,0.007808000314980745,0.007728302385658026
0.006801540497690439,0.006700201891362667,0.007629966828972101,0.007528054527938366
0.0067998310551047325,0.006699493154883385,0.007737688720226288,0.0076596299186348915
0.0067630307748913765,0.006667335517704487,0.007886881940066814,0.007796518970280886
0.006776442751288414,0.006682850886136293,0.007805563509464264,0.007715870626270771
0.006772845983505249,0.006674565840512514,0.007614895701408386,0.007523371838033199
0.006706927437335253,0.006603161804378033,0.007947437465190887,0.007834058254957199
0.006713730748742819,0.0065973359160125256,0.007591350935399532,0.007470452692359686
0.006682582199573517,0.006559442728757858,0.007769838906824589,0.0076227434910833836
0.006649548653513193,0.006522027775645256,0.007594716735184193,0.007461026776582003
0.006630998104810715,0.006495126057416201,0.007731943856924772,0.007597938645631075
0.00658993236720562,0.006453347858041525,0.00758128659799695,0.007449505850672722
0.0065700882114470005,0.006429511588066816,0.007567604538053274,0.007433754857629538
0.006543951574712992,0.006395063828676939,0.00752266263589263,0.007379790768027306
0.0065168882720172405,0.006369887851178646,0.007488291244953871,0.00732749467715621
0.006543769501149654,0.006397286430001259,0.007545129861682653,0.0073983087204396725
0.006506509613245726,0.006358443759381771,0.0076647792011499405,0.007524264510720968
0.006524140015244484,0.006380346138030291,0.007537017110735178,0.007398081477731466
